"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","A","A2","KP","AF","SOT","SOP","TkW","TLM","DIS","FS","YC","RC","ACNC","Int","IntB","CLO","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","MCS"
"*06thf*","Brayden Clarke","ARS","D","598","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ala*","Janoi Donacien","IPS","D","616","FA","WHU 3<br/>@IPS 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rof*","Coby Ebere","EVE","F","618","FA","EVE 1<br/>@NEW 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06onw*","Johnny Emerson","NEW","F","623","FA","EVE 1<br/>@NEW 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ubw*","Jack Francis","ARS","M","629","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06igq*","Benjamin Fredrick","BRF","D","631","FA","BRF 1<br/>@WOL 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r3o*","Archie Harris","BOU","D","641","FA","LEI 0<br/>@BOU 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06nyv*","Chanse Headman","BRF","D","645","FA","BRF 1<br/>@WOL 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05am1*","Thomas Hill","LIV","M","652","FA","CRY 1<br/>@LIV 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ue2*","Joe Hugill","MUN","F","656","FA","AVL 0<br/>@MUN 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mg4*","Cameron Humphreys","IPS","M","658","FA","WHU 3<br/>@IPS 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cm9*","Hwang Ui-Jo","NOT","F","659","FA","CHE 1<br/>@NOT 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*057a1*","Gavin Kilkenny","BOU","M","672","FA","LEI 0<br/>@BOU 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qwg*","Maeson King","TOT","D","673","FA","BHA 4<br/>@TOT 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*068z2*","Max Kinsey-Wellings","BOU","D","675","FA","LEI 0<br/>@BOU 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*046c7*","Freddie Ladapo","IPS","F","684","FA","WHU 3<br/>@IPS 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066no*","Nico Lawrence","SOU","D","688","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xts*","Wanya Marcal-Madivadua","LEI","M","697","FA","LEI 0<br/>@BOU 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066sb*","Zane Monlouis","ARS","D","714","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06po5*","Bradley Moonan","EVE","D","715","FA","EVE 1<br/>@NEW 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pho*","Jayden Moore","SOU","D","716","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06prx*","Kobei Moore","AVL","F","717","FA","AVL 0<br/>@MUN 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mwz*","Iwan Morgan","BRF","F","720","FA","BRF 1<br/>@WOL 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qz9*","Ben Nelson","LEI","D","732","FA","LEI 0<br/>@BOU 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05alx*","James Norris","LIV","D","736","FA","CRY 1<br/>@LIV 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rlg*","Aniek Nouwen","CRY","D","737","FA","CRY 1<br/>@LIV 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06phq*","Joseph O'Brien-Whitmarsh","SOU","M","740","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0680n*","Detlef Esapa Osong","NOT","F","751","FA","CHE 1<br/>@NOT 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xtp*","Salah-Eddine Oulad M'hand","ARS","M","752","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06phm*","Ben Perry","NOT","M","757","FA","CHE 1<br/>@NOT 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06phc*","Chris Popov","LEI","M","764","FA","LEI 0<br/>@BOU 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pz2*","Josh Robinson","ARS","D","773","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06nk4*","Michal Rosiak","ARS","D","777","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06bq0*","Imari Samuels","BHA","D","783","FA","BHA 4<br/>@TOT 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qwf*","Jacob Slater","BHA","D","793","FA","BHA 4<br/>@TOT 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rte*","Rento Takaoka","SOU","F","800","FA","ARS 2<br/>@SOU 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rq9*","Tom Taylor","IPS","M","802","FA","WHU 3<br/>@IPS 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05x9j*","Ed Turns","BHA","D","806","FA","BHA 4<br/>@TOT 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r4z*","Jensen Weir","BHA","M","813","FA","BHA 4<br/>@TOT 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qzi*","Kaiden Wilson","CHE","D","819","FA","CHE 1<br/>@NOT 0 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ol*","Thomas Wilson-Brown","LEI","D","820","FA","LEI 0<br/>@BOU 2 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qlg*","Ranel Young","LIV","F","828","FA","CRY 1<br/>@LIV 1 F","0","0","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0329y*","Joel Ward","CRY","D","834","FA","CRY 1<br/>@LIV 1 F","-0.25","-0.12","0%","0%","2","1","71","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","1","0","0","0","2","0"
"*06rmi*","Mathis Amougou","CHE","M","835","FA","CHE 1<br/>@NOT 0 F","-0.43","-0.43","0%","0%","1","0","6","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"*06kyw*","Claudio Echeverri","MCI","M","836","FA","MCI 2<br/>@FUL 0 F","-0.46","-0.46","0%","0%","1","0","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"*06klv*","Jayden Danns","LIV","F","837","FA","CRY 1<br/>@LIV 1 F","-0.5","-0.5","0%","0%","1","0","9","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"*05ue7*","Frank Onyeka","BRF","M","839","FA","BRF 1<br/>@WOL 1 F","-0.5","-0.25","0%","0%","2","0","21","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0645x*","Divin Mubama","WHU/MCI","F","838","FA","MCI 2<br/>@FUL 0 F","-0.5","-0.5","0%","0%","1","0","26","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26"
"*06nbt*","Jahmai Simpson-Pusey","MCI","D","840","FA","MCI 2<br/>@FUL 0 F","-1","-0.5","0%","0%","2","1","94","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","2","0","1","1","0","0","0","2","0"
"*051ki*","Ben Godfrey","EVE/IPS","D","841","FA","WHU 3<br/>@IPS 1 F","-9.25","-3.08","0%","0%","3","2","157","0","0","0","0","0","0","0","0","0","1","0","1","0","0","2","0","0","3","0","1","3","0","0","0","10","0"
