"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","Min","G","A","KP","AFKG","APKG","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","CS"
"*02vlk*","Cesar Azpilicueta","CHE","D","142","Laeka B","WAT 1<br/>@CHE 2 F","206","7.63","0%","0%","27","2,064","1","2","17","0","0","4","28","10","3","0","6","23","61","15","9","46","0","0","0","23","7"
"*05nnx*","Rodrigo","LEE","F","143","YUM","LEE 2<br/>@BRF 1 F","206","6.65","0%","0%","31","2,259","6","1","38","0","0","18","9","27","9","0","10","11","26","22","0","17","0","0","0","37","5"
"*04mup*","Trevoh Chalobah","CHE","D,M","145","FA","WAT 1<br/>@CHE 2 F","204.5","10.22","60%","-7%","20","1,445","3","1","4","0","0","7","27","7","2","0","0","19","42","10","6","33","0","0","0","9","9"
"*05ojg*","Nelson Semedo","WOL","D","144","FA","WOL 1<br/>@LIV 3 F","204.5","8.18","1%","0%","25","2,131","0","1","18","0","0","4","39","27","1","0","5","21","52","39","4","15","0","0","0","18","9"
"*03zsq*","Kyle Walker-Peters","SOU","D","146","RyRob","SOU 1<br/>@LEI 4 F","202.5","6.33","8%","-5%","32","2,627","1","2","24","1","0","7","33","43","5","0","6","37","42","64","8","27","0","0","0","49","6"
"*05g2o*","Joao Pedro","WAT","F","147","HALE","WAT 1<br/>@CHE 2 F","202.25","7.22","100%","0%","28","1,624","3","1","19","0","0","16","14","58","1","0","4","15","17","62","3","56","0","0","0","35","2"
"*02rll*","Nathan Redmond","SOU","M","148","FA","SOU 1<br/>@LEI 4 F","201.75","7.47","0%","0%","27","1,822","1","5","34","1","0","9","14","15","0","0","14","8","13","21","2","13","0","0","0","33","4"
"*04jyc*","Davinson Sanchez","TOT","D","149","Laeka B","TOT 5<br/>@NOR 0 F","201.5","8.76","0%","0%","23","1,621","2","0","5","0","0","3","22","2","4","0","1","30","54","4","16","47","0","0","0","16","10"
"*04sft*","Yves Bissouma","BHA","M","150","HALE","WHU 1<br/>@BHA 3 F","200.75","7.72","2%","0%","26","2,109","1","2","8","0","0","5","49","25","10","0","0","49","47","34","3","16","0","0","0","28","7"
"*05os4*","Rayan Ait-Nouri","WOL","D","151","FA","WOL 1<br/>@LIV 3 F","200.5","8.72","79%","-4%","23","1,821","1","2","17","0","1","4","36","27","4","0","16","22","30","42","2","17","0","1","0","26","7"
"*05gcq*","Daniel Podence","WOL","M","152","FA","WOL 1<br/>@LIV 3 F","200.25","7.7","0%","0%","26","1,459","2","3","36","0","0","15","11","34","2","0","11","10","0","35","1","2","0","0","0","12","9"
"*02lp7*","Andros Townsend","EVE","M","153","FA","EVE 1<br/>@ARS 5 F","199.75","9.51","0%","0%","21","1,449","3","2","31","0","0","10","17","19","3","0","20","14","4","26","2","7","0","0","0","30","3"
"*05ubg*","Pierre Lees-Melou","NOR","M","154","FA","TOT 5<br/>@NOR 0 F","198.75","6.02","0%","0%","33","2,255","1","0","25","0","1","9","36","17","5","0","10","25","20","19","11","14","0","1","0","55","4"
"*04u41*","Mateo Kovacic","CHE","M","155","FA","WAT 1<br/>@CHE 2 F","198.25","7.93","2%","0%","25","1,543","2","5","27","0","0","6","31","22","4","0","1","7","9","38","4","5","0","0","0","11","8"
"*05twm*","Milot Rashica","NOR","M","156","FA","TOT 5<br/>@NOR 0 F","198","6.39","0%","0%","31","2,219","1","2","36","0","0","17","19","38","0","0","13","15","22","16","3","12","0","0","0","56","4"
"*03dxq*","Danny Ings","AVL","F","157","DYCHE","AVL 2<br/>@MCI 3 F","197.5","6.58","0%","0%","30","1,881","7","6","15","0","0","18","16","21","4","0","0","6","20","10","2","27","0","0","0","26","10"
"*05s08*","Valentino Livramento","SOU","D","159","FA","SOU 1<br/>@LEI 4 F","197","7.04","42%","-1%","28","2,198","1","1","20","0","1","3","28","19","2","0","12","47","47","30","9","24","0","1","0","42","7"
"*04e1c*","Lewis Dunk","BHA","D","158","FA","WHU 1<br/>@BHA 3 F","197","6.79","32%","+5%","29","2,573","1","0","3","0","0","7","8","3","3","1","1","27","111","4","28","81","0","0","0","32","10"
"*03yr0*","Daniel James","MUN/LEE","M","160","RK U8","LEE 2<br/>@BRF 1 F","196","5.76","18%","0%","34","2,486","4","4","27","0","1","18","15","25","7","1","6","8","11","21","1","14","0","1","0","49","5"
"*05os5*","Alex Telles","MUN","D","161","McGinn","MUN 0<br/>@CRY 1 F","196","9.33","0%","0%","21","1,656","0","4","26","0","0","3","27","10","1","0","16","26","43","12","4","30","0","0","0","26","5"
"*02yhi*","Philippe Coutinho","LIV/AVL","M","162","FA","AVL 2<br/>@MCI 3 F","194.25","10.22","0%","0%","19","1,325","5","3","25","0","0","16","12","20","0","0","3","7","4","21","1","5","0","0","0","17","7"
"*05os9*","Thomas Partey","ARS","M","163","FA","EVE 1<br/>@ARS 5 F","194","8.08","0%","0%","24","2,025","2","1","17","0","0","10","29","17","5","0","0","23","34","35","4","24","0","0","0","24","10"
"*02lnx*","Danny Welbeck","BHA","F","166","FA","WHU 1<br/>@BHA 3 F","191.5","7.66","89%","+1%","25","1,462","6","2","18","0","1","22","7","22","0","0","0","5","18","10","2","47","0","1","0","16","5"
"*03sd5*","Manuel Lanzini","WHU","M","164","FA","WHU 1<br/>@BHA 3 F","191.5","6.38","0%","0%","30","1,765","5","3","23","0","0","7","15","16","2","0","4","19","10","25","0","5","0","0","0","29","4"
"*05749*","Kieran Tierney","ARS","D","165","FA","EVE 1<br/>@ARS 5 F","191.5","8.7","0%","0%","22","1,914","1","3","20","0","0","5","14","8","0","0","16","15","49","9","5","12","0","0","0","21","11"
"*05gcc*","Kiernan Dewsbury-Hall","LEI","M","167","McGinn","SOU 1<br/>@LEI 4 F","190","6.79","87%","0%","28","2,097","1","2","35","0","0","3","24","46","4","0","8","21","23","30","8","16","0","0","0","27","8"
"*05w9q*","Odsonne Edouard","CRY","F","168","DYCHE","MUN 0<br/>@CRY 1 F","189.5","6.77","0%","0%","28","1,546","6","3","21","0","0","18","10","28","4","0","0","0","18","30","5","38","0","0","0","19","9"
"*04e1k*","Solly March","BHA","M","169","FA","WHU 1<br/>@BHA 3 F","188.25","6.07","1%","0%","31","1,718","0","2","35","0","0","10","17","29","1","0","13","17","23","23","3","17","0","0","0","23","7"
"*05gvx*","Armando Broja","SOU","F","170","FA","SOU 1<br/>@LEI 4 F","188","5.88","2%","0%","32","1,952","6","0","10","1","1","21","5","50","2","0","0","3","11","33","1","88","0","1","0","37","5"
"*05mzx*","Liam Cooper","LEE","D","171","ARA","LEE 2<br/>@BRF 1 F","188","8.95","0%","0%","21","1,814","0","1","4","0","0","1","23","1","5","0","0","43","72","3","18","82","0","0","0","26","5"
"*02m7x*","Romelu Lukaku","CHE","F","172","RK U8","WAT 1<br/>@CHE 2 F","187.25","7.2","0%","0%","26","1,572","8","0","24","0","1","15","1","25","1","0","0","0","20","13","1","51","0","3","0","14","7"
"*03sgc*","Jordan Ayew","CRY","F","173","FA","MUN 0<br/>@CRY 1 F","186.75","6.02","0%","0%","31","2,003","3","3","23","1","0","8","30","77","2","0","8","15","12","34","3","32","0","1","0","31","9"
"*03dx7*","Ben Mee","BUR","D","174","FA","NEW 2<br/>@BUR 1 F","186","8.86","0%","0%","21","1,839","3","0","5","0","0","4","12","0","3","0","1","24","92","4","22","68","0","0","1","25","6"
"*02lnq*","Paul Pogba","MUN","M","175","FA","MUN 0<br/>@CRY 1 F","186","9.3","0%","0%","20","1,343","1","9","24","0","0","8","9","27","7","1","3","13","16","39","0","36","0","0","0","22","2"
"*05uoe*","Juraj Kucka","WAT","M","176","FA","WAT 1<br/>@CHE 2 F","184.5","7.1","0%","0%","26","1,915","1","1","10","0","0","11","39","19","3","1","5","27","44","17","9","57","0","0","1","34","2"
"*02ljr*","Conor Coady","WOL","D","177","FA","WOL 1<br/>@LIV 3 F","183.75","4.84","0%","0%","38","3,361","4","0","3","0","0","4","14","1","5","0","0","28","139","1","40","32","0","0","0","43","11"
"*05n04*","Mateusz Klich","LEE","M","178","FA","LEE 2<br/>@BRF 1 F","182","5.52","0%","0%","33","2,060","1","2","31","0","0","18","25","22","5","0","6","11","18","20","4","7","0","0","0","52","1"
"*05tqz*","Rico Henry","BRF","D","179","McGinn","LEE 2<br/>@BRF 1 F","181.5","5.34","2%","0%","34","2,774","3","0","18","0","0","5","20","34","2","0","19","26","56","27","10","27","0","0","0","41","9"
"*04u6q*","Caglar Soyuncu","LEI","D","180","RK U8","SOU 1<br/>@LEI 4 F","179","6.39","0%","0%","28","2,497","1","0","3","0","0","1","30","3","5","0","2","32","112","4","27","92","0","0","0","44","5"
"*051ko*","Kenny McLean","NOR","M","181","FA","TOT 5<br/>@NOR 0 F","178.75","5.77","0%","0%","31","2,702","1","0","10","0","0","6","22","14","3","0","2","34","51","19","7","68","0","0","0","62","6"
"*05w9r*","Takehiro Tomiyasu","ARS","D","182","FA","EVE 1<br/>@ARS 5 F","178","8.48","0%","0%","21","1,678","0","1","13","0","0","2","17","12","2","0","13","24","55","9","3","47","0","0","0","20","9"
"*04tig*","Fabian Schar","NEW","D","183","FA","NEW 2<br/>@BUR 1 F","177","7.08","28%","0%","25","2,158","2","2","9","0","0","8","11","5","4","0","1","32","95","6","18","45","0","0","0","32","6"
"*05u94*","Michael Olise","CRY","M","184","FA","MUN 0<br/>@CRY 1 F","175.5","6.75","0%","0%","26","1,116","2","5","24","0","0","10","18","21","4","0","11","6","6","28","0","7","0","0","0","14","4"
"*04qfz*","Diogo Dalot","MUN","D","185","Noah B","MUN 0<br/>@CRY 1 F","174.5","7.27","83%","-2%","24","1,794","0","0","16","0","0","4","41","8","4","0","14","29","56","17","13","29","0","0","0","29","5"
"*05748*","Ismaila Sarr","WAT","F","187","FA","WAT 1<br/>@CHE 2 F","173","7.86","93%","0%","22","1,860","5","2","21","0","0","17","7","40","2","0","9","9","9","34","1","10","1","0","0","40","2"
"*05uel*","Kristoffer Ajer","BRF","D","188","FA","LEE 2<br/>@BRF 1 F","170.25","7.09","6%","+1%","24","1,980","1","3","8","0","0","1","18","7","5","0","3","26","71","13","11","49","0","0","0","31","8"
"*05tr9*","Mathias Jensen","BRF","M","189","ARA","LEE 2<br/>@BRF 1 F","169.75","5.48","51%","0%","31","1,579","0","1","35","0","0","5","18","15","0","0","14","22","11","15","3","7","0","0","0","30","3"
"*05opk*","Vladimir Coufal","WHU","D","190","FA","WHU 1<br/>@BHA 3 F","169.5","6.05","0%","0%","28","2,205","0","4","21","0","0","5","25","15","3","1","19","22","57","15","9","33","0","0","1","35","6"
"*03eki*","Cheikhou Kouyate","CRY","D,M","191","FA","MUN 0<br/>@CRY 1 F","169.25","6.27","0%","0%","27","1,965","0","1","5","0","0","0","38","11","3","0","1","38","33","13","14","51","0","0","0","28","8"
"*03gu4*","Harry Maguire","MUN","D","192","FA","MUN 0<br/>@CRY 1 F","168.75","5.62","43%","+3%","30","2,510","1","0","4","0","0","10","21","5","7","1","0","32","100","4","29","75","0","0","1","41","7"
"*05uoc*","Cristian Romero","TOT","D","193","FA","TOT 5<br/>@NOR 0 F","168.5","7.66","50%","-1%","22","1,844","1","0","6","0","0","2","39","5","8","0","0","33","72","9","21","43","0","0","0","25","5"
"*05u1m*","Nathan Collins","BUR","D","194","McGinn","NEW 2<br/>@BUR 1 F","168","8.84","82%","+1%","19","1,667","2","0","6","0","0","5","15","4","2","1","1","24","81","5","25","59","0","0","0","25","5"
"*04aj0*","Ademola Lookman","FUL/LEI","M","195","I_am_Tim","SOU 1<br/>@LEI 4 F","168","6.46","0%","0%","26","1,439","6","0","23","0","0","12","14","52","2","0","1","10","2","38","1","3","0","0","0","31","2"
"*05uor*","Yoane Wissa","BRF","M","196","Laeka B","LEE 2<br/>@BRF 1 F","166.75","5.56","45%","-1%","30","1,248","7","1","9","0","0","13","6","6","0","0","1","8","5","19","5","20","0","0","0","22","3"
"*0435m*","Granit Xhaka","ARS","M","197","FA","EVE 1<br/>@ARS 5 F","165.75","6.14","80%","+1%","27","2,327","1","2","32","0","0","5","18","23","10","1","9","21","28","19","6","27","0","0","0","35","6"
"*05o4c*","Timothy Castagne","LEI","D","198","HALE","SOU 1<br/>@LEI 4 F","165","6.11","18%","+4%","27","2,121","1","0","15","0","0","3","31","11","1","0","10","29","46","6","9","39","0","0","0","30","6"
"*056mf*","Neal Maupay","BHA","F","199","FA","WHU 1<br/>@BHA 3 F","165","5.16","0%","0%","32","2,263","8","2","23","0","0","15","10","51","7","0","2","2","1","21","2","21","1","0","0","31","7"
"*02lla*","James McArthur","CRY","M","200","FA","MUN 0<br/>@CRY 1 F","164.75","7.85","0%","0%","21","1,426","0","3","16","0","0","3","23","14","4","0","5","30","26","21","9","22","0","0","0","15","5"
"*05yld*","Luis Diaz","LIV","F","201","HALE","WOL 1<br/>@LIV 3 F","164.25","12.63","5%","0%","13","951","4","3","20","0","0","13","7","26","0","0","5","4","2","31","0","15","0","0","0","4","6"
"*04spy*","Mason Greenwood","MUN","F","202","FA","MUN 0<br/>@CRY 1 F","163.5","9.08","0%","0%","18","1,266","5","1","17","0","0","19","9","16","1","0","4","1","6","32","0","4","0","0","0","18","3"
"*05w91*","Hwang Hee-Chan","WOL","F","203","FA","WOL 1<br/>@LIV 3 F","162.5","5.42","3%","0%","30","1,793","5","1","16","0","0","12","13","24","2","0","2","13","7","33","0","8","0","0","0","22","7"
"*02w6w*","Ashley Westwood","BUR","M","204","FA","NEW 2<br/>@BUR 1 F","161.75","5.99","0%","0%","27","2,285","0","3","33","0","0","2","12","14","7","0","11","30","15","10","9","9","0","0","0","40","4"
"*05o6w*","Allan","EVE","M","205","FA","EVE 1<br/>@ARS 5 F","160.25","5.72","0%","0%","28","2,176","0","2","15","0","1","3","44","24","7","1","3","23","36","21","9","11","0","1","0","38","6"
"*0329y*","Joel Ward","CRY","D","206","FA","MUN 0<br/>@CRY 1 F","160.25","5.72","0%","0%","28","2,485","0","0","7","0","0","1","26","18","8","0","4","32","95","20","11","58","0","0","0","37","9"
"*05a6d*","Tariq Lamptey","BHA","D","207","FA","WHU 1<br/>@BHA 3 F","160","5.33","0%","0%","30","1,533","0","2","21","0","0","4","25","21","4","0","19","21","20","29","3","7","0","0","0","21","6"
"*05u6n*","Trincao","WOL","F","208","FA","WOL 1<br/>@LIV 3 F","159.75","5.71","0%","0%","28","1,316","2","1","14","0","0","14","15","18","0","0","8","12","0","44","1","6","0","0","0","15","7"
"*0411y*","Sergi Canos","BRF","F","209","FA","LEE 2<br/>@BRF 1 F","158.75","5.12","0%","0%","31","2,072","3","2","17","0","0","13","25","25","6","1","10","22","35","23","3","9","0","0","1","35","8"
"*05ylj*","Bruno Guimaraes","NEW","M","211","Noah B","NEW 2<br/>@BUR 1 F","158.5","9.32","100%","0%","17","1,025","5","1","12","0","0","12","23","29","4","0","5","9","12","22","6","4","0","0","0","13","4"
"*030v5*","Andreas Christensen","CHE","D","210","FA","WAT 1<br/>@CHE 2 F","158.5","8.34","0%","0%","19","1,492","0","0","6","0","0","0","8","1","2","0","1","29","51","4","6","49","0","0","0","11","9"
"*05ycu*","Hassane Kamara","WAT","D","212","FA","WAT 1<br/>@CHE 2 F","157.75","8.3","0%","0%","19","1,622","1","0","10","0","0","1","34","6","3","1","5","69","60","15","4","30","0","0","0","37","3"
"*04rd1*","Stuart Armstrong","SOU","M","213","McGinn","SOU 1<br/>@LEI 4 F","157.5","6.3","0%","0%","25","1,452","2","0","25","0","1","9","19","27","1","0","9","8","13","27","1","4","0","1","0","30","3"
"*04yim*","Christian Pulisic","CHE","M","214","RK U8","WAT 1<br/>@CHE 2 F","157.5","7.16","0%","0%","22","1,274","6","2","15","0","0","11","7","25","2","0","2","5","8","25","0","12","0","0","0","10","6"
"*037wp*","Christian Eriksen","TOT/BRF","M","215","Laeka B","LEE 2<br/>@BRF 1 F","156.75","14.25","0%","0%","11","937","1","4","30","0","0","9","6","9","1","0","15","9","12","8","1","5","0","0","0","10","4"
"*05udk*","Cucho Hernandez","WAT","F","216","FA","WAT 1<br/>@CHE 2 F","156","6.24","0%","0%","25","1,125","5","2","20","0","0","11","5","14","3","0","8","5","9","18","1","33","0","0","1","34","1"
"*049tq*","Dominic Calvert-Lewin","EVE","F","218","RyRob","EVE 1<br/>@ARS 5 F","152.75","8.99","82%","0%","17","1,277","5","2","10","0","0","13","8","13","2","0","0","3","12","2","2","93","1","1","0","31","3"
"*02lpl*","Seamus Coleman","EVE","D","219","RyRob","EVE 1<br/>@ARS 5 F","152.5","5.08","0%","0%","30","2,656","1","0","13","0","1","1","36","20","4","0","13","32","74","34","11","25","0","1","1","50","7"
"*03u2b*","Adama Traore","WOL","F","220","FA","WOL 1<br/>@LIV 3 F","152.25","7.61","9%","0%","20","1,049","1","0","18","1","0","5","3","29","0","0","9","2","1","83","1","15","0","0","0","10","5"
"*03rxz*","Roberto Firmino","LIV","F","221","Laeka B","WOL 1<br/>@LIV 3 F","152","7.6","0%","0%","20","968","5","4","16","0","0","11","14","25","3","0","1","4","3","17","0","14","0","0","0","9","5"
"*02yl5*","John Stones","MCI","D","222","McGinn","AVL 2<br/>@MCI 3 F","151.25","10.8","4%","0%","14","1,115","1","0","4","0","0","5","3","1","0","0","0","11","25","8","3","47","0","0","0","6","9"
"*03g40*","Kelechi Iheanacho","LEI","F","223","DYCHE","SOU 1<br/>@LEI 4 F","150.25","5.78","0%","0%","26","1,239","4","5","17","0","0","12","7","21","1","0","1","4","10","16","0","16","0","0","0","25","1"
"*03am7*","Jacob Murphy","NEW","M","224","FA","NEW 2<br/>@BUR 1 F","149.75","4.54","56%","0%","33","1,439","1","2","20","0","0","5","26","21","4","0","8","23","16","13","2","14","0","0","0","35","2"
"*02m11*","Matt Doherty","TOT","D","225","FA","TOT 5<br/>@NOR 0 F","149","9.93","1%","0%","15","867","2","4","15","0","0","6","12","6","0","0","6","13","19","6","2","16","0","0","0","11","3"
"*05ojh*","Diego Llorente","LEE","D","226","FA","LEE 2<br/>@BRF 1 F","149","5.32","0%","0%","28","2,340","3","0","2","0","0","3","31","3","7","0","0","40","75","8","17","50","0","0","0","44","5"
"*052cc*","Billy Gilmour","NOR","M","227","FA","TOT 5<br/>@NOR 0 F","147.75","6.16","0%","0%","24","1,849","0","1","25","0","0","3","21","11","2","0","13","17","29","15","4","13","0","0","0","52","2"
"*04aiz*","Wilfred Ndidi","LEI","M","228","FA","SOU 1<br/>@LEI 4 F","147","7.74","0%","0%","19","1,616","0","0","2","0","0","4","32","15","4","0","0","42","52","11","8","42","0","0","0","26","5"
"*02lkm*","Jonjo Shelvey","NEW","M","229","FA","NEW 2<br/>@BUR 1 F","147","6.12","0%","0%","24","1,980","2","1","16","0","0","14","17","5","5","1","2","22","19","9","7","10","0","0","0","30","6"
"*03r8r*","Ryan Fraser","NEW","M","230","FA","NEW 2<br/>@BUR 1 F","146.5","5.43","0%","0%","27","1,450","2","3","25","1","0","8","3","11","3","0","21","11","8","1","1","5","0","0","0","23","5"
"*05up6*","Raphael Varane","MUN","D","231","Noah B","MUN 0<br/>@CRY 1 F","145.75","6.62","0%","0%","22","1,827","1","1","4","0","0","1","19","0","0","0","0","18","78","2","9","56","0","0","0","22","5"
"*04yo6*","Miguel Almiron","NEW","M","232","FA","NEW 2<br/>@BUR 1 F","145.25","4.84","0%","0%","30","1,696","1","0","17","0","0","7","29","24","2","0","4","20","10","27","1","5","0","0","0","32","6"
"*02on3*","Matthew Lowton","BUR","D","233","FA","NEW 2<br/>@BUR 1 F","145","5.8","0%","0%","25","1,765","1","2","18","0","0","2","24","6","3","1","9","26","62","10","11","25","0","0","0","30","4"
"*03arh*","Kurt Zouma","CHE/WHU","D","234","FA","WHU 1<br/>@BHA 3 F","145","6.04","0%","0%","24","2,078","1","0","2","0","0","3","6","0","1","0","0","34","132","1","26","50","0","0","1","29","5"
"*043c1*","Oleksandr Zinchenko","MCI","D","235","FA","AVL 2<br/>@MCI 3 F","144.75","9.65","1%","0%","15","1,040","0","4","16","0","0","4","14","6","0","0","5","14","11","7","3","15","0","0","0","9","5"
"*03m5c*","Ruben Loftus-Cheek","CHE","M","236","Laeka B","WAT 1<br/>@CHE 2 F","144.5","6.02","0%","0%","24","1,374","0","2","18","0","0","6","10","33","1","0","2","11","17","42","6","37","0","0","0","21","4"
"*05ylw*","Rodrigo Bentancur","TOT","M","237","Noah B","TOT 5<br/>@NOR 0 F","142.5","8.38","19%","-1%","17","1,359","0","4","15","0","0","2","18","13","5","0","3","20","32","14","9","21","0","0","0","12","9"
"*03aoj*","Nemanja Matic","MUN","M","238","FA","MUN 0<br/>@CRY 1 F","142.25","6.18","0%","0%","23","1,367","0","4","13","0","0","1","18","21","3","0","2","31","18","17","6","28","0","0","0","26","2"
"*04gs4*","Mathias Antonsen Normann","BHA/NOR","M","239","FA","TOT 5<br/>@NOR 0 F","142","6.17","0%","0%","23","1,641","1","2","13","0","0","5","21","17","6","0","3","19","40","17","8","27","0","0","0","40","4"
"*04rhe*","Naby Keita","LIV","M","240","FA","WOL 1<br/>@LIV 3 F","142","6.17","0%","0%","23","1,155","3","1","15","0","0","7","23","10","3","0","1","14","3","15","2","6","0","0","0","6","8"
"*05n3v*","Konstantinos Tsimikas","LIV","D","242","Noah B","WOL 1<br/>@LIV 3 F","140.75","10.83","1%","0%","13","868","0","2","25","0","0","2","12","5","3","0","15","10","19","8","2","12","0","0","0","6","4"
"*02lpr*","Shane Duffy","BHA","D","241","FA","WHU 1<br/>@BHA 3 F","140.75","7.82","0%","0%","18","1,432","1","0","4","0","0","6","12","0","7","0","1","16","75","1","18","65","0","0","0","19","4"
"*05o8j*","Marcal","WOL","D","243","FA","WOL 1<br/>@LIV 3 F","140.25","7.79","0%","0%","18","1,447","0","0","10","0","0","1","22","6","3","0","10","28","39","7","4","26","0","0","0","14","6"
"*04adp*","Aaron Wan-Bissaka","MUN","D","244","FA","MUN 0<br/>@CRY 1 F","140","7","46%","0%","20","1,793","0","0","14","0","0","1","36","13","2","0","8","34","32","36","14","19","0","0","0","35","3"
"*03r8x*","Callum Wilson","NEW","F","245","RK U8","NEW 2<br/>@BUR 1 F","139.75","7.76","16%","+4%","18","1,382","8","0","10","0","0","15","8","27","4","0","1","3","10","10","2","29","0","0","0","32","3"
"*05r37*","Jakub Moder","BHA","M","246","FA","WHU 1<br/>@BHA 3 F","137.75","4.92","0%","0%","28","1,684","0","3","16","0","0","6","25","19","1","0","7","10","20","12","2","25","0","0","0","23","5"
"*02w6v*","Christian Benteke","CRY","F","247","FA","MUN 0<br/>@CRY 1 F","136.5","5.46","0%","0%","25","1,117","4","1","13","0","0","13","2","17","3","0","0","2","33","9","3","86","0","0","0","20","4"
"*05ts2*","Imran Louza","WAT","M","248","FA","WAT 1<br/>@CHE 2 F","136.25","6.81","0%","0%","20","1,410","0","0","15","0","0","4","21","9","6","0","2","42","20","14","6","12","0","0","0","38","3"
"*04u6i*","Leander Dendoncker","WOL","M","249","FA","WOL 1<br/>@LIV 3 F","135.5","4.52","0%","0%","30","1,936","2","2","11","0","0","10","17","9","4","0","0","9","34","5","10","30","0","0","0","29","5"
"*05u79*","Enock Mwepu","BHA","M","250","FA","WHU 1<br/>@BHA 3 F","135","7.5","0%","0%","18","983","2","4","9","0","1","8","12","9","2","0","1","12","16","15","2","9","0","1","0","13","3"
"*05u4m*","Patson Daka","LEI","F","251","FA","SOU 1<br/>@LEI 4 F","134.5","5.85","0%","0%","23","1,142","5","3","13","0","0","16","10","18","2","0","0","2","8","3","0","17","0","0","0","20","3"
"*05m46*","Luke Thomas","LEI","D","252","FA","SOU 1<br/>@LEI 4 F","134.5","6.11","0%","0%","22","1,910","0","1","12","0","0","0","31","20","2","0","4","40","47","15","14","24","0","0","0","35","5"
"*02lp9*","Kyle Walker","MCI","D","253","FA","AVL 2<br/>@MCI 3 F","133.75","6.69","11%","0%","20","1,754","0","2","12","0","0","2","6","6","1","0","6","14","15","7","4","19","0","0","0","14","10"
"*056ir*","Adam Webster","BHA","D","254","FA","WHU 1<br/>@BHA 3 F","132.25","6.01","0%","0%","22","1,422","2","0","1","0","0","3","8","1","5","0","1","17","62","10","17","56","0","0","0","20","4"
"*02lmz*","Tom Cleverley","WAT","M","255","FA","WAT 1<br/>@CHE 2 F","131","4.68","0%","0%","28","1,605","0","2","20","0","0","7","20","16","2","0","7","18","18","3","6","14","0","0","0","38","2"
"*02oq6*","Luke Shaw","MUN","D","256","FA","MUN 0<br/>@CRY 1 F","129.75","6.49","54%","+3%","20","1,598","0","3","39","0","0","1","13","14","8","0","12","9","17","7","11","20","0","0","0","24","3"
"*05r8o*","Jean-Philippe Mateta","CRY","F","257","FA","MUN 0<br/>@CRY 1 F","127","5.77","93%","-2%","22","1,128","5","1","7","0","0","18","4","23","2","0","2","4","13","10","3","39","0","0","0","14","5"
"*052ca*","Ezri Konsa","AVL","D","258","Noah B","AVL 2<br/>@MCI 3 F","125","4.31","34%","-1%","29","2,477","2","0","4","0","0","6","15","6","4","2","0","15","82","6","22","58","0","0","0","41","8"
"*03r8t*","Matt Ritchie","NEW","M","259","FA","NEW 2<br/>@BUR 1 F","124.25","6.9","0%","0%","18","1,330","0","2","28","0","0","1","15","5","5","0","13","13","23","4","2","14","0","0","0","37","0"
"*05ogb*","Anthony Elanga","MUN","F","260","Laeka B","MUN 0<br/>@CRY 1 F","123.75","5.89","36%","-1%","21","1,199","2","2","9","1","0","7","20","15","0","0","4","9","5","11","1","24","0","0","0","17","4"
"*05ylv*","Wout Weghorst","BUR","F","261","I_am_Tim","NEW 2<br/>@BUR 1 F","121.75","6.09","0%","0%","20","1,446","2","3","14","0","0","9","9","29","3","0","1","6","13","13","5","55","0","0","0","20","6"
"*02oq3*","Jay Rodriguez","BUR","F","262","FA","NEW 2<br/>@BUR 1 F","121.5","4.19","0%","0%","29","1,350","2","2","12","0","0","11","12","13","3","0","3","4","12","8","1","54","0","0","0","15","6"
"*04fkc*","Francisco Femenia Far","WAT","D","263","FA","WAT 1<br/>@CHE 2 F","121","4.48","0%","0%","27","2,139","0","5","25","0","0","1","22","7","2","0","14","37","51","7","8","12","0","0","0","49","2"
"*04azm*","Connor Roberts","SWA/BUR","D","266","FA","NEW 2<br/>@BUR 1 F","120.75","5.75","0%","0%","21","1,688","1","1","13","0","0","4","13","6","2","0","6","22","52","6","5","13","0","0","0","23","6"
"*051ki*","Ben Godfrey","EVE","D","267","FA","EVE 1<br/>@ARS 5 F","120.5","5.24","0%","0%","23","2,029","0","0","12","0","0","7","32","4","6","0","4","15","91","9","19","37","0","0","0","39","4"
"*04ge9*","Eddie Nketiah","ARS","F","269","McGinn","EVE 1<br/>@ARS 5 F","119.5","5.69","3%","0%","21","807","5","1","13","0","0","13","4","11","3","0","0","4","5","14","2","8","0","0","0","18","0"
"*03pig*","Jamaal Lascelles","NEW","D","268","ARA","NEW 2<br/>@BUR 1 F","119.5","4.6","0%","0%","26","2,050","1","0","4","0","0","4","7","2","5","0","0","22","121","1","28","89","0","0","2","44","3"
"*04mi4*","Callum Hudson-Odoi","CHE","M,F","271","FA","WAT 1<br/>@CHE 2 F","119","7.93","51%","-2%","15","954","1","2","25","0","1","7","10","20","1","0","5","2","5","16","0","4","0","1","0","8","6"
"*02y6o*","Nathan Ake","MCI","D","270","FA","AVL 2<br/>@MCI 3 F","119","8.5","24%","+1%","14","915","2","0","2","0","0","2","9","3","0","0","0","8","21","0","5","37","0","0","0","3","5"
"*02lv9*","James Milner","LIV","M","272","FA","WOL 1<br/>@LIV 3 F","118","4.92","1%","0%","24","837","0","1","22","0","0","2","16","5","2","0","7","17","19","2","5","13","0","0","0","6","4"
