"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","Min","G","A","KP","AFKG","APKG","SOT","TkW","DIS","YC","RC","ACNC","Int","CLR","CoS","BS","AER","PKM","OG","GAO","CS"
"*02lpz*","Phil Jagielka","SHU","D","634","FA","BUR 0<br/>@SHU 1 F","-0.75","-0.07","0%","0%","10","522","0","0","0","0","0","0","4","0","1","1","0","10","26","0","5","13","0","1","12","0"
"*0554r*","Caleb Watts","SOU","M","635","FA","SOU 0<br/>@WHU 3 F","-0.75","-0.25","0%","0%","3","33","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","1","0","0","0","0"
"*04qf0*","Lee Peltier","WBA","D","637","FA","WBA 1<br/>@LEE 3 F","-1.75","-0.44","0%","0%","4","227","0","0","1","0","0","0","4","0","1","0","2","1","11","1","1","3","0","0","8","0"
"*03819*","Mamadou Sakho","CRY","D","638","FA","CRY 0<br/>@LIV 2 F","-2","-0.5","0%","0%","4","275","0","0","0","0","0","0","2","1","0","0","0","3","11","0","2","5","0","0","8","0"
"*04spn*","Eric Garcia","MCI","D","639","FA","EVE 0<br/>@MCI 5 F","-2.5","-0.42","0%","0%","6","378","0","0","1","0","0","0","7","0","0","0","0","4","10","0","1","3","0","0","12","0"
"*05m6a*","Joel Mumbongo","BUR","F","640","FA","BUR 0<br/>@SHU 1 F","-3.5","-0.88","-","-","4","34","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0"
"*03xrs*","Axel Tuanzebe","MUN","D","641","FA","MUN 2<br/>@WOL 1 F","-4","-0.44","1%","0%","9","401","0","0","0","0","0","0","7","1","2","0","0","3","15","0","5","6","0","1","8","0"
"*05r6m*","Allan Tchaptchet","SOU","D","642","FA","SOU 0<br/>@WHU 3 F","-5","-5","0%","0%","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0"
"*02m2y*","Neil Taylor","AVL","D","644","FA","CHE 1<br/>@AVL 2 F","-5.75","-5.75","0%","0%","1","14","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","2","0"
"*0554o*","Alexandre Jankewitz","SOU","M","643","FA","SOU 0<br/>@WHU 3 F","-5.75","-2.88","-","-","2","2","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"*03vlo*","Michael Hector","FUL","D","647","FA","NEW 2<br/>@FUL 0 F","-10.5","-2.62","0%","0%","4","264","0","0","1","0","0","0","2","0","2","0","0","0","6","3","2","6","0","0","10","0"
"*04yes*","Kayne Ramsay","SOU","D","648","FA","SOU 0<br/>@WHU 3 F","-17.75","-17.75","0%","0%","1","90","0","0","0","0","0","0","2","0","1","0","0","0","3","0","0","0","0","0","9","0"
